method,target_module,task_step,phase,dW_norm,dW_norm_over_dW1_norm,cos_dW1_dWt,n_tasks_in_merge,merged_norm_over_mean_individual_norm
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.q_proj,1,pre_merge,0.7212696075439453,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.q_proj,2,pre_merge,0.6119393706321716,0.8484197368525438,0.04205237329006195,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.q_proj,3,pre_merge,0.5690377354621887,0.7889390174082977,0.008942704647779465,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.q_proj,4,pre_merge,0.5708432197570801,0.7914422204768969,0.017708795145154,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.q_proj,5,pre_merge,0.7467891573905945,1.035381429606535,0.03347042575478554,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.q_proj,MERGED,post_merge,0.3129660487174988,0.4339099352642978,0.5030615329742432,5,0.4859903740067193
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.v_proj,1,pre_merge,0.6494321823120117,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.v_proj,2,pre_merge,0.5849699974060059,0.9007406983181566,0.014012032188475132,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.v_proj,3,pre_merge,0.5619667172431946,0.8653200943054045,0.014435107819736004,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.v_proj,4,pre_merge,0.538674533367157,0.829454634430724,0.012174684554338455,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.v_proj,5,pre_merge,0.6797866821289062,1.0467400610004127,0.008630122058093548,5,
simple_avg,vision_model.vision_model.encoder.layers.10.self_attn.v_proj,MERGED,post_merge,0.2875482738018036,0.442768747274145,0.4716934263706207,5,0.4768896804726316
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.k_proj,1,pre_merge,0.6327303647994995,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.k_proj,2,pre_merge,0.525996208190918,0.8313117837447178,0.02844766341149807,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.k_proj,3,pre_merge,0.5769801735877991,0.9118894962005393,0.030531052500009537,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.k_proj,4,pre_merge,0.5365055799484253,0.8479213418474613,0.016377918422222137,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.k_proj,5,pre_merge,0.6587755084037781,1.0411631005136475,0.013632440008223057,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.k_proj,MERGED,post_merge,0.2873817980289459,0.45419315085346323,0.47538280487060547,5,0.49024734016981725
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.out_proj,1,pre_merge,0.8126914501190186,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.out_proj,2,pre_merge,0.7307976484298706,0.8992313728941598,0.015232603065669537,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.out_proj,3,pre_merge,0.7051469087600708,0.8676686689109405,0.010397255420684814,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.out_proj,4,pre_merge,0.686782956123352,0.8450722054757347,0.012864302843809128,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.out_proj,5,pre_merge,1.0149891376495361,1.2489231152867317,0.013524672947824001,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.out_proj,MERGED,post_merge,0.37379583716392517,0.45994803699384657,0.456786572933197,5,0.47311040732925597
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.q_proj,1,pre_merge,0.8455260396003723,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.q_proj,2,pre_merge,0.7541341185569763,0.8919111691857636,0.08021767437458038,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.q_proj,3,pre_merge,0.8289129734039307,0.9803517982671549,0.04458807036280632,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.q_proj,4,pre_merge,0.7895721793174744,0.933823610791048,0.060512203723192215,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.q_proj,5,pre_merge,1.0497230291366577,1.2415028987549535,0.054712988436222076,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.q_proj,MERGED,post_merge,0.4460585117340088,0.5275514778289182,0.46998754143714905,5,0.5225776385271506
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.v_proj,1,pre_merge,0.6509017944335938,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.v_proj,2,pre_merge,0.5996402502059937,0.9212453481216668,0.010713792406022549,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.v_proj,3,pre_merge,0.5775998830795288,0.8873840693313017,0.0075819347985088825,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.v_proj,4,pre_merge,0.5539209842681885,0.8510054650413175,0.008082070387899876,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.v_proj,5,pre_merge,0.7788693904876709,1.1966004659204126,0.017298895865678787,5,
simple_avg,vision_model.vision_model.encoder.layers.11.self_attn.v_proj,MERGED,post_merge,0.30125588178634644,0.4628284702279787,0.45121774077415466,5,0.4765301071941122
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.k_proj,1,pre_merge,0.5990721583366394,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.k_proj,2,pre_merge,0.45615988969802856,0.7614439819146068,0.02969631552696228,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.k_proj,3,pre_merge,0.5119274258613586,0.8545338299191813,0.039885152131319046,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.k_proj,4,pre_merge,0.45836493372917175,0.7651247472455573,0.020029217004776,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.k_proj,5,pre_merge,0.5868359208106995,0.9795746850264004,0.021600954234600067,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.k_proj,MERGED,post_merge,0.27243152260780334,0.45475577326815886,0.4807829260826111,5,0.5214279202649595
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.out_proj,1,pre_merge,0.48858189582824707,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.out_proj,2,pre_merge,0.4046146273612976,0.8281408517509483,0.005931125022470951,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.out_proj,3,pre_merge,0.41698095202445984,0.8534515003213353,0.010934501886367798,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.out_proj,4,pre_merge,0.4237002730369568,0.8672042019049794,0.005199083127081394,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.out_proj,5,pre_merge,0.5104451179504395,1.0447483263478883,0.0094083771109581,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.out_proj,MERGED,post_merge,0.22792810201644897,0.46650951245351374,0.44097307324409485,5,0.507788129437512
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.q_proj,1,pre_merge,0.5971399545669556,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.q_proj,2,pre_merge,0.4722438156604767,0.790842769854425,0.011701436713337898,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.q_proj,3,pre_merge,0.5242389440536499,0.8779163746191238,0.022679517045617104,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.q_proj,4,pre_merge,0.5124902129173279,0.8582413703818974,0.012001418508589268,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.q_proj,5,pre_merge,0.6239644289016724,1.0449215868567525,0.014660879969596863,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.q_proj,MERGED,post_merge,0.27128759026527405,0.4543115699936896,0.46434932947158813,5,0.49684963991791165
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.v_proj,1,pre_merge,0.4803750514984131,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.v_proj,2,pre_merge,0.38371381163597107,0.7987796419465774,0.015749089419841766,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.v_proj,3,pre_merge,0.41312283277511597,0.8600006005442619,0.01498204842209816,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.v_proj,4,pre_merge,0.4107864201068878,0.8551368744599445,0.012635085731744766,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.v_proj,5,pre_merge,0.5012327432632446,1.0434195982904837,0.017059365287423134,5,
simple_avg,vision_model.vision_model.encoder.layers.2.self_attn.v_proj,MERGED,post_merge,0.23257207870483398,0.4841468722811103,0.43543770909309387,5,0.5311730321154022
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.k_proj,1,pre_merge,0.520797073841095,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.k_proj,2,pre_merge,0.440563827753067,0.8459414422276331,0.012234517373144627,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.k_proj,3,pre_merge,0.45734336972236633,0.8781604058357487,0.01074426993727684,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.k_proj,4,pre_merge,0.4712997078895569,0.9049584407483813,0.003553176298737526,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.k_proj,5,pre_merge,0.5739421844482422,1.1020457166073916,0.005910323932766914,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.k_proj,MERGED,post_merge,0.23716892302036285,0.4553960360628439,0.4521462917327881,5,0.4812786223149716
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.out_proj,1,pre_merge,0.5056079030036926,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.out_proj,2,pre_merge,0.414461612701416,0.8197293005888578,0.010325117036700249,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.out_proj,3,pre_merge,0.4265916049480438,0.8437202077217695,0.010959039442241192,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.out_proj,4,pre_merge,0.43429264426231384,0.8589514556285368,0.011497873812913895,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.out_proj,5,pre_merge,0.5325268507003784,1.0532407573868345,0.011172043159604073,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.out_proj,MERGED,post_merge,0.23310165107250214,0.46103245160469675,0.4508838951587677,5,0.5037899377653763
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.q_proj,1,pre_merge,0.5606456398963928,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.q_proj,2,pre_merge,0.4727904796600342,0.8432964532595059,0.0036858487874269485,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.q_proj,3,pre_merge,0.49469104409217834,0.8823595670584313,0.015548367984592915,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.q_proj,4,pre_merge,0.48088303208351135,0.8577307979642514,0.009829008020460606,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.q_proj,5,pre_merge,0.6112762093544006,1.0903076129645177,0.007286653853952885,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.q_proj,MERGED,post_merge,0.25394773483276367,0.45295587223275857,0.45621049404144287,5,0.48458010990668554
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.v_proj,1,pre_merge,0.46886366605758667,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.v_proj,2,pre_merge,0.385498046875,0.8221964608954204,0.012958762235939503,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.v_proj,3,pre_merge,0.40100422501564026,0.8552682880877961,0.01208250317722559,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.v_proj,4,pre_merge,0.4050062298774719,0.8638038286970361,0.012480002827942371,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.v_proj,5,pre_merge,0.5047233700752258,1.076482155930664,0.015192490071058273,5,
simple_avg,vision_model.vision_model.encoder.layers.3.self_attn.v_proj,MERGED,post_merge,0.22281350195407867,0.4752202358258921,0.4411156475543976,5,0.5145581293149261
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.k_proj,1,pre_merge,0.5757788419723511,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.k_proj,2,pre_merge,0.49064627289772034,0.8521436307332759,0.00609062984585762,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.k_proj,3,pre_merge,0.4860200881958008,0.8441089751247571,0.007452805060893297,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.k_proj,4,pre_merge,0.4960082769393921,0.8614562411503311,0.012553078122437,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.k_proj,5,pre_merge,0.659773588180542,1.1458802235949899,0.011761493980884552,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.k_proj,MERGED,post_merge,0.2667841613292694,0.4633448502820817,0.4470897912979126,5,0.49254393116302364
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.out_proj,1,pre_merge,0.5173583626747131,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.out_proj,2,pre_merge,0.4254933297634125,0.822434429326002,0.0037916642613708973,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.out_proj,3,pre_merge,0.44830846786499023,0.8665337224806053,0.006870959419757128,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.out_proj,4,pre_merge,0.4497160315513611,0.8692543969451947,0.007044240832328796,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.out_proj,5,pre_merge,0.5670965909957886,1.0961388312424905,0.012825539335608482,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.out_proj,MERGED,post_merge,0.2403039187192917,0.4644825251822241,0.44318723678588867,5,0.49897557071813975
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.q_proj,1,pre_merge,0.5826077461242676,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.q_proj,2,pre_merge,0.48344680666923523,0.8297981101097791,0.004133540205657482,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.q_proj,3,pre_merge,0.49502959847450256,0.8496790538190253,0.0037530651316046715,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.q_proj,4,pre_merge,0.5022052526473999,0.861995495233738,0.0058607985265553,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.q_proj,5,pre_merge,0.6283295750617981,1.0784778939890343,0.00435024406760931,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.q_proj,MERGED,post_merge,0.2604635953903198,0.4470651087683344,0.4546871483325958,5,0.48384187625488917
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.v_proj,1,pre_merge,0.47776082158088684,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.v_proj,2,pre_merge,0.3951036334037781,0.8269904428253446,0.00878188293427229,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.v_proj,3,pre_merge,0.41200724244117737,0.8623713453059333,0.008117103017866611,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.v_proj,4,pre_merge,0.4205845594406128,0.8803245064108006,0.009573270566761494,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.v_proj,5,pre_merge,0.5083279013633728,1.063979879474715,0.010846889577805996,5,
simple_avg,vision_model.vision_model.encoder.layers.4.self_attn.v_proj,MERGED,post_merge,0.22413329780101776,0.46913285409082267,0.4409162402153015,5,0.506222110605936
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.k_proj,1,pre_merge,0.5877315998077393,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.k_proj,2,pre_merge,0.47692304849624634,0.8114640231225597,0.008312663994729519,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.k_proj,3,pre_merge,0.48758453130722046,0.8296040768723696,0.012882652692496777,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.k_proj,4,pre_merge,0.5034003257751465,0.8565139698798235,0.002760455245152116,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.k_proj,5,pre_merge,0.6315217018127441,1.0745069722630698,0.007472778670489788,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.k_proj,MERGED,post_merge,0.25915104150772095,0.4409343339587242,0.4662102162837982,5,0.4822022601648103
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.out_proj,1,pre_merge,0.5074855089187622,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.out_proj,2,pre_merge,0.4324963688850403,0.8522339284258733,0.012028902769088745,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.out_proj,3,pre_merge,0.42167943716049194,0.830919168625944,0.011686069890856743,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.out_proj,4,pre_merge,0.44790172576904297,0.8825901782364837,0.01060199923813343,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.out_proj,5,pre_merge,0.5570299625396729,1.0976273267910033,0.012377278879284859,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.out_proj,MERGED,post_merge,0.2332320213317871,0.45958360826638434,0.4538514316082001,5,0.4927590443503087
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.q_proj,1,pre_merge,0.6148855090141296,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.q_proj,2,pre_merge,0.49596163630485535,0.806591843577596,0.009720825590193272,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.q_proj,3,pre_merge,0.49281129240989685,0.8014683793736508,0.010612927377223969,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.q_proj,4,pre_merge,0.5162644982337952,0.8396107741448364,0.013179325498640537,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.q_proj,5,pre_merge,0.6255784034729004,1.0173900576644181,0.008525560609996319,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.q_proj,MERGED,post_merge,0.26472368836402893,0.4305251701060104,0.4813176989555359,5,0.4821044604160547
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.v_proj,1,pre_merge,0.48742637038230896,1.0,1.0,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.v_proj,2,pre_merge,0.41458314657211304,0.8505554310632354,0.009157667867839336,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.v_proj,3,pre_merge,0.4049813151359558,0.8308563913321143,0.006221008021384478,5,
simple_avg,vision_model.vision_model.encoder.layers.5.self_attn.v_proj,4,pre_merge,0.4192144572734833,0.8600569906479942,0.005177516955882311,5,
